macrocode,season,week,P25,P50,P75,P90,P95
1512,2022-2023,27,7,13,24,38.100000000000136,52.049999999999955
1512,2022-2023,28,7,12,22,37,49
1512,2022-2023,29,7,13,22,36,48
1512,2022-2023,30,7,13,23,39,53
1512,2022-2023,31,7,13,22,36,52
1512,2022-2023,32,6,13,21,35,46.049999999999955
1512,2022-2023,33,6,11,21,34,46
1512,2022-2023,34,5,10,18,30,42
1512,2022-2023,35,5,10,17,27,36
1512,2022-2023,36,5,9,16.25,26,35
1512,2022-2023,37,4,8,15,25,36
1512,2022-2023,38,4,8,14,22,30.049999999999955
1512,2022-2023,39,4,8,14,22,30
1512,2022-2023,40,4,8,14,23,31.049999999999955
1512,2022-2023,41,4,8,14,24,32
1512,2022-2023,42,4,8,15,24,31
1512,2022-2023,43,4,8,15,24,33
1512,2022-2023,44,4,9,15,25,35
1512,2022-2023,45,4,8,16,26,36
1512,2022-2023,46,4,8,15,24,32
1512,2022-2023,47,4,8,14,25,31
1512,2022-2023,48,4,8,13,22,31
1512,2022-2023,49,4,8,14,22,29
1512,2022-2023,50,4,7,13,22,30.049999999999955
1512,2022-2023,51,4,7,13,22,31
1512,2022-2023,52,4,8,14,23,32
1601,2022-2023,1,2,6,13,27,45.049999999999955
1601,2022-2023,2,2,5,13,27.100000000000136,45.049999999999955
1601,2022-2023,3,2,5,13,27.100000000000136,42
1601,2022-2023,4,2,5,11,23,37
1601,2022-2023,5,2,5,11,22,34.049999999999955
1601,2022-2023,6,2,5,10,21,34
1601,2022-2023,7,2,4,10,20,31
1601,2022-2023,8,1,4,9,20,30.049999999999955
1601,2022-2023,9,2,4,10,20,31
1601,2022-2023,10,2,4,9,19,31
1601,2022-2023,11,2,5,10,22,33
1601,2022-2023,12,2,5,12,26,39
1601,2022-2023,13,2,6,14,29,46.049999999999955
1601,2022-2023,14,3,7,17,33,54
1601,2022-2023,15,3,8,18,39,64.04999999999995
1601,2022-2023,16,4,9,21,41,67
1601,2022-2023,17,4,10,22,46.100000000000136,68
1601,2022-2023,18,5,11,25,55,85.04999999999995
1601,2022-2023,19,5,12,27,57,92
1601,2022-2023,20,6,12.5,29,60,91
1601,2022-2023,21,6,13,29,62.100000000000136,102
1601,2022-2023,22,6,14,30,60,94.04999999999995
1601,2022-2023,23,6,13,30,64,96
1601,2022-2023,24,5,12,29,61,93
1601,2022-2023,25,5,12,28,59,94
1601,2022-2023,26,5,12,27,55,88.04999999999995
1601,2022-2023,27,5,11,25,55,87.04999999999995
1601,2022-2023,28,4,11,24,46,71
1601,2022-2023,29,4,10,22,45,72
1601,2022-2023,30,4,9,20,44,70
1601,2022-2023,31,3,8,19,37,59
1601,2022-2023,32,3,8,17,34,53
1601,2022-2023,33,3,7,16,31,48.049999999999955
1601,2022-2023,34,2,6,13,29,45
1601,2022-2023,35,2,5,13,26,41.049999999999955
1601,2022-2023,36,2,5,12,23,36.049999999999955
1601,2022-2023,37,2,5,11,23,34
1601,2022-2023,38,2,5,11,22,37
1601,2022-2023,39,2,4,10,22,33
1601,2022-2023,40,2,4,10,22,35
1601,2022-2023,41,2,4,10,22,35.049999999999955
1601,2022-2023,42,2,5,10,20.100000000000136,33.049999999999955
1601,2022-2023,43,2,5,11,23,35
1601,2022-2023,44,2,5,11,24,35.049999999999955
1601,2022-2023,45,2,5,12,24,37
1601,2022-2023,46,2,5,12,25.100000000000136,40
1601,2022-2023,47,2,5,12,25,36
1601,2022-2023,48,2,5,12,25,37
1601,2022-2023,49,2,5,12,25,41
1601,2022-2023,50,2,5,12,26,41.049999999999955
1601,2022-2023,51,2,6,12.25,27,46
1601,2022-2023,52,2,6,13,27,44
1701,2022-2023,1,3,7,13,26,37
1701,2022-2023,2,4,8,16,30,41.049999999999955
1701,2022-2023,3,4,9,18,35,52
1701,2022-2023,4,5,11,22,39,55.049999999999955
1701,2022-2023,5,6,12,26,46,64
1701,2022-2023,6,7,16,32,57,83
1701,2022-2023,7,8.75,19,37,71,99
1701,2022-2023,8,10,21,42,77,105
1701,2022-2023,9,10,22,45,80,123
1701,2022-2023,10,11,23,46,84.20000000000027,122.04999999999995
1701,2022-2023,11,12,27,51,97.10000000000014,140.04999999999995
1701,2022-2023,12,13,27,52,97,141.04999999999995
1701,2022-2023,13,15,31,61,116,168.0999999999999
1701,2022-2023,14,17,36,70,127,190.0999999999999
1701,2022-2023,15,19,41,79,152,217
1701,2022-2023,16,21,46,97,178,257.0999999999999
1701,2022-2023,17,25,51,104,189,267.04999999999995
1701,2022-2023,18,27,55,111,210,301.04999999999995
1701,2022-2023,19,30,60,117,223,326.0999999999999
1701,2022-2023,20,30,62,118,231.10000000000014,333.04999999999995
1701,2022-2023,21,30,63,123,219.10000000000014,296.0999999999999
1701,2022-2023,22,30,62,123,240.40000000000055,350.1999999999998
1701,2022-2023,23,30,66,129,226,331.0999999999999
1701,2022-2023,24,30,63,127,242,336.0999999999999
1701,2022-2023,25,30.75,64,122,226,319.04999999999995
1701,2022-2023,26,29,61.5,127,227.10000000000014,337.04999999999995
1701,2022-2023,27,29,59,118,218,314.2999999999997
1701,2022-2023,28,28,59,117.25,208,301.04999999999995
1701,2022-2023,29,27,56,108,199.10000000000014,298
1701,2022-2023,30,25,52,101,190.10000000000014,295
1701,2022-2023,31,24,48,96,172.10000000000014,249.04999999999995
1701,2022-2023,32,20,43,85,154.10000000000014,228.04999999999995
1701,2022-2023,33,17,35,69.25,133.10000000000014,182
1701,2022-2023,34,15,30,56,106,149
1701,2022-2023,35,12,26,48,88,134
1701,2022-2023,36,10,21,42,78,110
1701,2022-2023,37,8,18,36,67,102
1701,2022-2023,38,6,15,31,57,83
1701,2022-2023,39,6,12,25,44,65
1701,2022-2023,40,5,11,22,43,60.049999999999955
1701,2022-2023,41,4,9,19,35,51
1701,2022-2023,42,4,8,17,30,46
1701,2022-2023,43,4,8,16,30,42.049999999999955
1701,2022-2023,44,3,7,14,28,40
1701,2022-2023,45,3,7,14,26,38
1701,2022-2023,46,3,6,12,25,37.049999999999955
1701,2022-2023,47,3,6,11.25,21,31
1701,2022-2023,48,2,6,11,21,32
1701,2022-2023,49,2,5,11,21,28.049999999999955
1701,2022-2023,50,2,5,11,21,30.049999999999955
1701,2022-2023,51,2,6,11,20,30.049999999999955
1701,2022-2023,52,2,6,11.25,22,33
1702,2022-2023,1,6,16,36,78,123.04999999999995
1702,2022-2023,2,7,18,40,88,152
1702,2022-2023,3,8,20,47,97,148.04999999999995
1702,2022-2023,4,10,24,55,121.10000000000014,192.04999999999995
1702,2022-2023,5,11,29,65,135,221
1702,2022-2023,6,14,35,82.25,182.10000000000014,276.0999999999999
1702,2022-2023,7,17,42,97,213.20000000000027,324.2499999999998
1702,2022-2023,8,21,53,119.25,251.10000000000014,424
1702,2022-2023,9,25,57,129.25,281,455.2999999999997
1702,2022-2023,10,26,62,148.25,314.10000000000014,507
1702,2022-2023,11,30,74,161,349.2000000000003,595.1499999999999
1702,2022-2023,12,33,80,185,392,648.5499999999995
1702,2022-2023,13,37,88,199,440.10000000000014,676
1702,2022-2023,14,40,94,220,503.2000000000003,773.1499999999999
1702,2022-2023,15,45,107,246,507.10000000000014,787.2499999999998
1702,2022-2023,16,47,111,254,533.3000000000004,892
1702,2022-2023,17,50,119,270.25,556.2000000000016,920.4999999999995
1702,2022-2023,18,52,123,276.25,590.3000000000004,1015.2499999999998
1702,2022-2023,19,51,123,280.25,614,993.5499999999995
1702,2022-2023,20,48,113,265,622.2000000000003,924.0999999999999
1702,2022-2023,21,51,118,265,572.2000000000003,945.1499999999999
1702,2022-2023,22,46,113,269.25,571.1000000000001,941.1999999999989
1702,2022-2023,23,45,106,250,485.10000000000014,826.0999999999999
1702,2022-2023,24,47,110,240,560.2000000000003,895.1499999999999
1702,2022-2023,25,43,109,259,555.6000000000008,864.3999999999996
1702,2022-2023,26,43,104,232.25,496,807.05
1702,2022-2023,27,44,108,246,506.40000000000055,841.1999999999998
1702,2022-2023,28,45,105.5,250.25,565.3000000000004,908.0999999999999
1702,2022-2023,29,43,101,236.25,470.2000000000003,797.7499999999993
1702,2022-2023,30,38,98.5,216,461.3000000000004,773.3999999999996
1702,2022-2023,31,38.75,94.5,215.25,488.10000000000014,782.05
1702,2022-2023,32,34,83,194.25,448,694.2999999999997
1702,2022-2023,33,33,78,173.25,382,638.3499999999997
1702,2022-2023,34,29,71,157,356.10000000000014,594.1999999999998
1702,2022-2023,35,24,62,135,284,436.2499999999998
1702,2022-2023,36,22,51,117,242,396
1702,2022-2023,37,18,44,93,221.10000000000014,343
1702,2022-2023,38,15,38.5,86,182.20000000000027,304.2499999999998
1702,2022-2023,39,13,32,75,160,254.04999999999995
1702,2022-2023,40,11,27.5,66,127,207.24999999999977
1702,2022-2023,41,10,24,51,120,199.24999999999977
1702,2022-2023,42,9,22,49,107,181
1702,2022-2023,43,8,20,46,98.10000000000014,165.0999999999999
1702,2022-2023,44,8,20,44,93,156.04999999999995
1702,2022-2023,45,7,18,40,85.10000000000014,150
1702,2022-2023,46,7,16,38,82,128
1702,2022-2023,47,6,16,35,75,118.04999999999995
1702,2022-2023,48,6,16,36,77,119
1702,2022-2023,49,6,15,33,68,121.09999999999991
1702,2022-2023,50,6,14,32.25,72,111.04999999999995
1702,2022-2023,51,6,15,36,76.10000000000014,110
1702,2022-2023,52,6,15,35,75.10000000000014,117.04999999999995
2109,2022-2023,1,2,6,14,29,41
2109,2022-2023,2,3,6,14.25,30,44.049999999999955
2109,2022-2023,3,2.75,7,15,31,48
2109,2022-2023,4,3,7,16,32,50.049999999999955
2109,2022-2023,5,3,8,17,35,53
2109,2022-2023,6,3,8,19,37.100000000000136,57
2109,2022-2023,7,4,9,20,42,63.049999999999955
2109,2022-2023,8,4,10,22,45,68.04999999999995
2109,2022-2023,9,4,11,24,48,69.04999999999995
2109,2022-2023,10,5,13,29,60,90.04999999999995
2109,2022-2023,11,7,17,38,73,113
2109,2022-2023,12,8,20,45,94,139.04999999999995
2109,2022-2023,13,13,31,66,133.20000000000027,200.04999999999995
2109,2022-2023,14,18,39,88,180,265.04999999999995
2109,2022-2023,15,23,53,116,241.3000000000004,380.04999999999995
2109,2022-2023,16,30,68,149,309.40000000000055,456.3499999999997
2109,2022-2023,17,37,83,173,364.10000000000014,581.4499999999996
2109,2022-2023,18,39,91,205,417,635.2499999999998
2109,2022-2023,19,44,98,226.25,430.10000000000014,706
2109,2022-2023,20,43,100.5,219,447.2000000000003,672.05
2109,2022-2023,21,42,97,218.5,464.2000000000003,682.5999999999995
2109,2022-2023,22,37,86,200,416.40000000000055,628.6499999999994
2109,2022-2023,23,34.75,77,174,342,540
2109,2022-2023,24,29.75,69,159,319.10000000000014,505.0999999999999
2109,2022-2023,25,27,66,144,279.40000000000055,443.14999999999986
2109,2022-2023,26,26,60.5,135,274.3000000000004,448.04999999999995
2109,2022-2023,27,25,58,134,270,438
2109,2022-2023,28,26,58,126,256.3000000000004,391.04999999999995
2109,2022-2023,29,24,56,125.25,240.10000000000014,371
2109,2022-2023,30,21,52,109,232.10000000000014,366.0999999999999
2109,2022-2023,31,18,43.5,99,219.20000000000027,308
2109,2022-2023,32,17,38,86,171,272.0999999999999
2109,2022-2023,33,14,35,79,157,239
2109,2022-2023,34,13,31.5,68,137.10000000000014,218.04999999999995
2109,2022-2023,35,12,27,62,122,191
2109,2022-2023,36,10,24,54,107,178.04999999999995
2109,2022-2023,37,9,21,46.25,93,143.04999999999995
2109,2022-2023,38,8,18,39,80,125.04999999999995
2109,2022-2023,39,6,16,34,67,103
2109,2022-2023,40,6,14,29,60,90.04999999999995
2109,2022-2023,41,5,12,25,54,82
2109,2022-2023,42,4,11,24,46,72
2109,2022-2023,43,4,9,21,46,73.04999999999995
2109,2022-2023,44,4,8.5,19,37,59
2109,2022-2023,45,3,8,18.25,34,55
2109,2022-2023,46,3,7,17,34,52.049999999999955
2109,2022-2023,47,3,6.5,15,30,47.049999999999955
2109,2022-2023,48,2,6,14,27,44
2109,2022-2023,49,2,6,13,28,44
2109,2022-2023,50,2,6,14.25,27.100000000000136,41.049999999999955
2109,2022-2023,51,2,6,13,27,40.049999999999955
2109,2022-2023,52,2,6,12,25,40
2110,2022-2023,1,4,10,24,48,77.04999999999995
2110,2022-2023,2,4,10,26,56,88.04999999999995
2110,2022-2023,3,4,10,22,48,77
2110,2022-2023,4,4,9,22,46,74
2110,2022-2023,5,4,9,21,45,67.04999999999995
2110,2022-2023,6,4,9,21,45,72
2110,2022-2023,7,4,9,21,44,71
2110,2022-2023,8,3,9,20,44,67
2110,2022-2023,9,3,9,22,43,73
2110,2022-2023,10,4,9,22,45,72
2110,2022-2023,11,4,11,24,51,82.04999999999995
2110,2022-2023,12,5,13,30,63,99
2110,2022-2023,13,6,15,36,77,118.04999999999995
2110,2022-2023,14,7,18,43,93.10000000000014,142
2110,2022-2023,15,10,24,57,120,180
2110,2022-2023,16,12,29,66,134.20000000000027,221.04999999999995
2110,2022-2023,17,14,36,84,173.20000000000027,276.04999999999995
2110,2022-2023,18,16,40,95.25,202,306.04999999999995
2110,2022-2023,19,18,47,107,212.10000000000014,327.0999999999999
2110,2022-2023,20,19,48,113,238.20000000000027,373
2110,2022-2023,21,22,51,118,249.10000000000014,415.0999999999999
2110,2022-2023,22,23,54,122,263.2000000000003,407.0999999999999
2110,2022-2023,23,22,56,123,256,389.2999999999997
2110,2022-2023,24,21,53,120,258,417
2110,2022-2023,25,21,54,124,258,411.1999999999998
2110,2022-2023,26,22,52,125,251,386.3499999999997
2110,2022-2023,27,21,51,124,266.2000000000003,426.39999999999964
2110,2022-2023,28,22,53,124.25,258,406
2110,2022-2023,29,21,53,122,248,420.0999999999999
2110,2022-2023,30,20,49,115,247,383.0999999999999
2110,2022-2023,31,19,47,108,230.10000000000014,364.0999999999999
2110,2022-2023,32,17,44,103,230,355.14999999999986
2110,2022-2023,33,15,39,91.25,196.10000000000014,333.0999999999999
2110,2022-2023,34,14,34,80,175,274.04999999999995
2110,2022-2023,35,13,31,73,155.10000000000014,240.04999999999995
2110,2022-2023,36,11,27,66,139,225
2110,2022-2023,37,11,27,60,124,206.04999999999995
2110,2022-2023,38,10,23,57,120,189
2110,2022-2023,39,9,23,53,110.10000000000014,176.04999999999995
2110,2022-2023,40,9,22,49,106,174.04999999999995
2110,2022-2023,41,8,20,47,104,163.04999999999995
2110,2022-2023,42,8,19,45,101,150
2110,2022-2023,43,8,19,44,92.10000000000014,148.19999999999982
2110,2022-2023,44,8,18,41,87,124
2110,2022-2023,45,7,16,39,88,138
2110,2022-2023,46,6,16,38,80,118.04999999999995
2110,2022-2023,47,6,16,35.25,79,127.09999999999991
2110,2022-2023,48,5,15,34,73,126.04999999999995
2110,2022-2023,49,5,13,31,68.10000000000014,105.04999999999995
2110,2022-2023,50,5,12,31,61.100000000000136,95
2110,2022-2023,51,4,12,27,56,86.04999999999995
2110,2022-2023,52,5,11,27,55,83
2111,2022-2023,1,0,1,3,6,9
2111,2022-2023,2,0,1,3,6,10.049999999999955
2111,2022-2023,3,0,1,3,6,9
2111,2022-2023,4,0,1,3,6,9
2111,2022-2023,5,0,1,3,6,11
2111,2022-2023,6,0,1,3,7,11
2111,2022-2023,7,0,1,3,7,13
2111,2022-2023,8,0,2,4,10,16
2111,2022-2023,9,0,2,5,12,20
2111,2022-2023,10,1,2,6,13,22
2111,2022-2023,11,1,3,6,14,22
2111,2022-2023,12,1,3,7,16,25
2111,2022-2023,13,1,3,7,17,28
2111,2022-2023,14,1,3,9,20,35.049999999999955
2111,2022-2023,15,1,4,10,25,40.049999999999955
2111,2022-2023,16,2,5,13,30.100000000000136,46
2111,2022-2023,17,3,7,18,40,64.04999999999995
2111,2022-2023,18,3,10,24,53,87.04999999999995
2111,2022-2023,19,4,12,28,65,109
2111,2022-2023,20,5,15,38,84,140
2111,2022-2023,21,6,19,44,100,160.19999999999982
2111,2022-2023,22,8,21,51,124,206
2111,2022-2023,23,9,23,57,125,220
2111,2022-2023,24,10,27,61,138,228.04999999999995
2111,2022-2023,25,10,26,63.25,149,256.04999999999995
2111,2022-2023,26,11,28,64,149,241.0999999999999
2111,2022-2023,27,11,28,70.25,165.10000000000014,270.1999999999998
2111,2022-2023,28,11,30,75.25,168,283.04999999999995
2111,2022-2023,29,11,31,77,164.10000000000014,279.2499999999998
2111,2022-2023,30,12,30,75,169,286.04999999999995
2111,2022-2023,31,11,29,67,159,279
2111,2022-2023,32,9,26,65,136.20000000000027,231.04999999999995
2111,2022-2023,33,8,21,54,120,204.04999999999995
2111,2022-2023,34,7,18,43,91,159
2111,2022-2023,35,5,15,37.25,87,143
2111,2022-2023,36,4,12,30,66.10000000000014,117.04999999999995
2111,2022-2023,37,3,10,24,54.100000000000136,94
2111,2022-2023,38,3,7,18,39,69.04999999999995
2111,2022-2023,39,2,6,14,32,54.049999999999955
2111,2022-2023,40,1,5,12,27.100000000000136,45.049999999999955
2111,2022-2023,41,1,4,10,24,42
2111,2022-2023,42,1,3,8,21,33.049999999999955
2111,2022-2023,43,1,3,8,17,29
2111,2022-2023,44,1,2,7,14,24
2111,2022-2023,45,1,2,6,13,23
2111,2022-2023,46,1,2,5,12,19
2111,2022-2023,47,0,2,5,12,20
2111,2022-2023,48,0,2,4,11,19
2111,2022-2023,49,0,2,4,9,15
2111,2022-2023,50,0,1,4,8,13
2111,2022-2023,51,0,1,3,7,12
2111,2022-2023,52,0,1,3,6.100000000000136,11
2207,2022-2023,1,0,1,2,4,6
2207,2022-2023,2,0,0,1,3,4
2207,2022-2023,3,0,0,1,3,4
2207,2022-2023,4,0,0,1,2,3
2207,2022-2023,5,0,0,1,2,3
2207,2022-2023,6,0,0,1,2,3
2207,2022-2023,7,0,0,1,2,3
2207,2022-2023,8,0,0,1,2,4
2207,2022-2023,9,0,0,1,3,4
2207,2022-2023,10,0,0,1,3,5
2207,2022-2023,11,0,1,2,4,6
2207,2022-2023,12,0,1,2,4,7
2207,2022-2023,13,0,1,3,6,8
2207,2022-2023,14,0,2,4,7,11
2207,2022-2023,15,1,2,5,10,14
2207,2022-2023,16,1,2,6,13,18
2207,2022-2023,17,1,3,7,14,21
2207,2022-2023,18,1,4,9,18,25
2207,2022-2023,19,2,4,10,20,30
2207,2022-2023,20,2,6,13,25.100000000000136,38
2207,2022-2023,21,3,7,16,34,51
2207,2022-2023,22,4,10,23,45,68
2207,2022-2023,23,5,13,30,61,89
2207,2022-2023,24,7,17,38,76,112
2207,2022-2023,25,9,22,51,96,143
2207,2022-2023,26,11,26,58,109.10000000000014,173.04999999999995
2207,2022-2023,27,12,29,70,135,201.19999999999982
2207,2022-2023,28,15,34,75,143,211.04999999999995
2207,2022-2023,29,15,37,78,157.10000000000014,241
2207,2022-2023,30,17,39,84,162,248
2207,2022-2023,31,19,42,96,180.10000000000014,280.0999999999999
2207,2022-2023,32,17,43,95,181,262.0999999999999
2207,2022-2023,33,18,42,88,165,252.34999999999968
2207,2022-2023,34,17,38,82.25,164.20000000000027,240.14999999999986
2207,2022-2023,35,15,35,81.25,163.10000000000014,249.14999999999986
2207,2022-2023,36,13,30,65,125,177.04999999999995
2207,2022-2023,37,11,26,55.25,109.10000000000014,162
2207,2022-2023,38,9,22,47,94,136.04999999999995
2207,2022-2023,39,7,19,41,84,118.04999999999995
2207,2022-2023,40,6,15,33,67.10000000000014,97.04999999999995
2207,2022-2023,41,5,13,27,52,78.09999999999991
2207,2022-2023,42,5,11,25,48,70
2207,2022-2023,43,4,10,22,40.100000000000136,62
2207,2022-2023,44,3,8,18,36,52
2207,2022-2023,45,2,7,16,30,44.049999999999955
2207,2022-2023,46,2,5,12,24,35.049999999999955
2207,2022-2023,47,2,4,9,18,28
2207,2022-2023,48,1,3,7,15,22
2207,2022-2023,49,1,2,5,10,16
2207,2022-2023,50,0,2,4,8,12
2207,2022-2023,51,0,1,3,6,9
2207,2022-2023,52,0,1,2,5,7
2208,2022-2023,1,6,13,25,50,70
2208,2022-2023,2,6,13,25,47,65.09999999999991
2208,2022-2023,3,6,12,24,45,62.049999999999955
2208,2022-2023,4,5,12,25,47,69
2208,2022-2023,5,6,12,24,43,64.09999999999991
2208,2022-2023,6,6,13,26,49,72
2208,2022-2023,7,7,14,29,51,75
2208,2022-2023,8,7,16,30,57,83
2208,2022-2023,9,8,16,33,62,91
2208,2022-2023,10,9,18,35,64,90
2208,2022-2023,11,10,20,40,69.10000000000014,100
2208,2022-2023,12,11,22,43,79,115.04999999999995
2208,2022-2023,13,11,24,49,94,134.04999999999995
2208,2022-2023,14,13,28,56,101,146.24999999999977
2208,2022-2023,15,16.75,34,66.25,119.10000000000014,169.04999999999995
2208,2022-2023,16,18,35,70,133,190
2208,2022-2023,17,19,39,80,142,211
2208,2022-2023,18,21,45,92,168.10000000000014,238.04999999999995
2208,2022-2023,19,25,51,100,186,277
2208,2022-2023,20,28,58,114,199.10000000000014,302.04999999999995
2208,2022-2023,21,32,65,130.25,247.10000000000014,374.04999999999995
2208,2022-2023,22,34,73,144,270,389.0999999999999
2208,2022-2023,23,39,82,163,295,448
2208,2022-2023,24,44,94,185,352.2000000000003,532.2499999999998
2208,2022-2023,25,50,105,209.25,401.10000000000014,574.0999999999999
2208,2022-2023,26,55,114,226,407.10000000000014,596.1999999999998
2208,2022-2023,27,60,125,245.25,444,678.05
2208,2022-2023,28,62,126,251.25,478.10000000000014,693.3499999999997
2208,2022-2023,29,65,131.5,271,510.2000000000003,737.2499999999998
2208,2022-2023,30,66,126,251,467,695.0999999999999
2208,2022-2023,31,60,124,249,451,683.0999999999999
2208,2022-2023,32,56,121,227.25,396.2000000000003,620.2999999999997
2208,2022-2023,33,52,108.5,213,383.10000000000014,542.2999999999997
2208,2022-2023,34,46,96,190,339,461.14999999999986
2208,2022-2023,35,42,87.5,178,333,463
2208,2022-2023,36,40,81,159,298.3000000000004,435
2208,2022-2023,37,34,75,151,282,402.2499999999998
2208,2022-2023,38,33,67,131,243.20000000000027,364.5499999999995
2208,2022-2023,39,30,59,116.25,228,327
2208,2022-2023,40,27,54,107,196,300
2208,2022-2023,41,23,48,96,182,267.04999999999995
2208,2022-2023,42,21.75,45,90,165.10000000000014,238.04999999999995
2208,2022-2023,43,19,41,78,142.10000000000014,210
2208,2022-2023,44,18,37,73,132,181
2208,2022-2023,45,14,31,64,120,177.14999999999986
2208,2022-2023,46,13,28,56,107.10000000000014,154.04999999999995
2208,2022-2023,47,11,24,49,89,131.0999999999999
2208,2022-2023,48,10,21,42,78,117.04999999999995
2208,2022-2023,49,8,18,36,70,98.04999999999995
2208,2022-2023,50,8,17,32,58.100000000000136,86.04999999999995
2208,2022-2023,51,7,15,29,52,80
2208,2022-2023,52,6,13,28,53,77
2209,2022-2023,1,0,1,4,11,22
2209,2022-2023,2,0,1,4,9,16
2209,2022-2023,3,0,1,3,8,15
2209,2022-2023,4,0,1,3,8,14
2209,2022-2023,5,0,1,3,8,14
2209,2022-2023,6,0,1,3,8.100000000000136,14
2209,2022-2023,7,0,1,3,8,13
2209,2022-2023,8,0,1,3,7,13
2209,2022-2023,9,0,1,2,6,12.049999999999955
2209,2022-2023,10,0,1,2,6,11
2209,2022-2023,11,0,1,2,6,11
2209,2022-2023,12,0,1,2,6,10
2209,2022-2023,13,0,1,3,7,13
2209,2022-2023,14,0,1,3,7,14
2209,2022-2023,15,0,1,4,10,17.049999999999955
2209,2022-2023,16,0,1,4,12,22
2209,2022-2023,17,0,2,6,14,26
2209,2022-2023,18,1,2,7,19,31
2209,2022-2023,19,1,3,9,23,39
2209,2022-2023,20,1,4,11,29.100000000000136,49.049999999999955
2209,2022-2023,21,1,5,14,35,65.04999999999995
2209,2022-2023,22,2,5,15,39,73.04999999999995
2209,2022-2023,23,2,6,19,46,95
2209,2022-2023,24,2,8,22,56.100000000000136,104.14999999999986
2209,2022-2023,25,3,9,26,63.100000000000136,118.09999999999991
2209,2022-2023,26,3,10,29,76.10000000000014,140.0999999999999
2209,2022-2023,27,4,12,35,99,160.0999999999999
2209,2022-2023,28,5,15,43,111.10000000000014,196.04999999999995
2209,2022-2023,29,5,16,44,111,228.0999999999999
2209,2022-2023,30,6,18,50,131.10000000000014,242.39999999999964
2209,2022-2023,31,6,19,50.25,126,232.04999999999995
2209,2022-2023,32,6,17,52,134.10000000000014,255.0999999999999
2209,2022-2023,33,5,17,47,126.10000000000014,234.04999999999995
2209,2022-2023,34,5,15,42,101.10000000000014,190.0999999999999
2209,2022-2023,35,4,13,36,93.10000000000014,195.0999999999999
